,Node,Degree,In degree nodes,Out degree nodes,Betweenness centrality,Local reaching centrality,Label
236,637235121675842374134504446661437525158405032722,5,2,3,0.006576266870384518,1.8442561632353176,pH <= 4.95
237,32042953284261613606020448332040450324879250118,3,1,2,0.0006382098293862999,0.007132953003447357,Brix <= 11.4
238,1297638582765570971178304788286998986277071689200,2,1,1,0.0005379424497071555,2.179156695983872,moisture > 73.04
239,130910188948100984394040813486364150271025483147,3,1,2,0.0016138273491214667,0.0012227919434481184,moisture > 90.15
240,30573465449542453962392756566305676467799910962,2,1,1,9.549274255156608e-06,0.0003056979858620296,moisture <= 73.04
241,618197223437240795592093463959982804028395488473,3,1,2,0.0032531194295900177,1.6546123279374694,pH <= 5.46
242,642112573656807165703313015619896940450767607790,13,5,8,0.015995670995670994,2.555012208421815,Tit Acid <= 0.18
243,965426097790400467695380693242664745427138996783,3,1,2,0.0,2.0371507018576893,moisture <= 90.15
244,999449005863449650043698603557860460414697697202,6,3,3,0.005015491044902809,2.19942999710832,Tit Acid > 0.18
245,1235811037754722330169136314640271062392362040553,2,1,1,6.366182836771072e-06,0.0003056979858620296,moisture > 84.44
246,1236601761975753926008705690228766962109600732316,3,1,2,0.003313598166539343,3.4292030099219226,moisture <= 90.22
247,1237768951997144473834154670164614157341606161958,3,1,2,0.000754392666157372,1.8892666211274227,moisture > 87.66
248,1237770383266825801746566633527271572152532879110,2,1,1,5.0929462694168576e-05,0.0003056979858620296,moisture <= 81.78
249,1247566892266719794547618626797282432638165600122,2,1,1,4.244121891180714e-06,0.0003056979858620296,pH <= 5.06
250,1279277118470248049491918220694835009436228081531,2,1,1,0.0,0.0018341879151721776,moisture <= 87.41
251,241821156710561854083889010000595558158541903007,3,1,2,0.0015369026398438163,2.692967903000519,moisture > 87.41
252,420882672450711953685778385299921576823656385950,2,1,1,1.591545709192768e-05,0.0003056979858620296,pH <= 5.08
253,506604351442154279907754485682302558197425074816,2,1,1,0.0008053221288515406,0.0006113959717240592,Brix > 12.19
254,53202860733200024026023219245065271666901395804,2,1,1,0.0,0.0006113959717240592,pH <= 5.04
255,539841963763980928303120942267934660259153369307,5,2,3,6.366182836771072e-05,2.2409445542306243,pH > 5.1
256,601036295719308094984942580025946222301410524376,2,1,1,4.244121891180714e-06,0.0003056979858620296,Brix > 11.69
257,780612758154117084460367677723484213453251002058,2,1,1,1.591545709192768e-05,0.0003056979858620296,Brix <= 11.69
258,790232291106810786815988388775216340577894965987,3,2,1,3.183091418385536e-06,0.0009170939575860888,pH > 5.06
259,824241047817046928909952306547648190264910408440,3,1,2,0.003373228079110433,0.002445583886896237,pH > 5.08
260,859937142169726300085497970880016369278523345795,2,1,1,0.0004026610644257703,0.0009170939575860888,Brix > 11.05
261,894406717605448330614352030725481623211153227930,5,2,3,0.014774318818436466,1.7351431098926597,pH <= 5.1
262,928509115978080756874805192981247263366374112929,2,1,1,0.0,0.0006113959717240592,Brix <= 11.05
263,954228811239594033357502191266040141914096422930,2,1,1,0.0,0.0006113959717240592,pH > 5.04
264,1238887112417446101404296194779980453583779100111,2,1,1,0.0,0.0003056979858620296,pH > 4.3
265,763212543587750217808106594112871041545025736785,13,4,9,0.01699876920465156,4.521768312099153,Tit Acid > 0.12
266,775650655566268222195963750769541160664287144256,10,4,6,0.02984625668449198,2.6710722965042746,Tit Acid <= 0.12
267,201652953103342019199086917760886428083210198503,2,1,1,0.0008053221288515406,0.0006113959717240592,Brix > 10.7
268,414546368116635972257913228794527802843288302412,2,1,1,4.138018843901197e-05,0.0003056979858620296,Brix <= 10.7
269,1245546997581260022666443016827456462869670114213,2,1,1,6.366182836771072e-06,0.0003056979858620296,pH > 5.59
270,1258695038462974189879422216805616477505618952611,2,1,1,3.395297512944571e-05,0.0003056979858620296,pH <= 4.84
271,1259167502758551106923889701345919405938228082832,3,1,2,0.00163292589763178,0.0012227919434481184,moisture <= 83.16
272,395731007300951607834617656877083264467555186849,2,1,1,6.366182836771072e-06,0.0003056979858620296,pH <= 4.53
273,816444493355278027039499392361696127114757517768,2,1,1,2.228163992869875e-05,0.0003056979858620296,pH > 4.53
274,1261334357936830640476404426357306600714899852612,2,0,2,0.0,4.40545907553242,pH > 3.8
275,1276810453078600040270949478387573991456066005105,2,1,1,3.183091418385536e-06,0.0006113959717240592,Pheno <= 0.66
276,1277909709325778818096916785111124886777034086674,3,1,2,0.005045199898141075,1.7027691739134672,Brix > 10.28
277,176645373172273420828484620192855170075859691379,6,2,4,0.005745480010185893,1.6959116349786958,pH <= 4.09
278,128473428555430558759210035008794577138276117746,3,1,2,0.012012987012987014,3.0776420697153393,moisture > 84.03
279,14309284403762313679097497980508542052383149142,3,1,2,0.008845811051693405,3.3335480207763215,pH > 4.08
280,1433594937437577767459313955442898362810758392346,3,1,2,0.003230837789661319,0.0025474832155169135,pH <= 4.08
281,1284978948073345825605388131209667487410163646462,2,1,1,1.591545709192768e-05,0.0003056979858620296,Tit Acid > 0.35
282,1285400216682292034217017949375179487406489325125,5,2,3,2.8647822765469824e-05,3.3687371143243006,pH > 4.23
283,1389845597516703181812529879143029582723265017342,3,2,1,0.0,0.004891167773792474,pH <= 4.6
284,514025329258926166611226982641428996878062023721,6,2,4,0.0064521263050674816,3.1070361308315397,pH > 4.6
285,521164696962937281396579031203820241964944508334,7,4,3,0.007995925642984467,1.8598884082768605,Tit Acid <= 0.24
286,1286209433107264406126985252848197299495082577717,3,1,2,0.004029793735676089,0.005375189584740689,moisture > 81.78
287,26262123209431038897219755297914681850831133132,3,1,2,0.002428698752228164,0.0035664765017236785,Tit Acid <= 0.39
288,365732877566896957786168909862900480790881506400,2,1,1,3.183091418385536e-06,0.0003056979858620296,Tit Acid > 0.39
289,1290065798498006283115205286854288258557225666014,2,1,1,6.366182836771072e-06,0.0003056979858620296,moisture <= 84.03
290,1294092558534500641731851223402440377639362886552,3,1,2,0.0032913165266106443,0.0063687080387922835,Pheno <= 0.77
291,853478642427592708294455255610961227479352588215,2,1,1,6.366182836771072e-06,0.0006113959717240592,pH <= 4.5
292,1294715536720538980835333471735000550737165570301,10,4,6,0.02469707580001698,1.7250533567202524,Tit Acid > 0.17
293,712979755472354743209619751389951397039451283185,2,1,1,1.4323911382734912e-05,0.0003056979858620296,Brix > 12.5
